id,lang,label
s3954ca88df34870f,Python,2
s396190e64d179346,Python,6
s397166334374533d,C++,55
s3972fb23f560e570,Python,8
s397e268c8ce1cc59,Python,4 18
s3988e993c1c244ac,C++,59
s398cfca3a46deef6,Python,13
s39a5490d61378f75,C++,61 75 82
s39a9e0600e3c9425,C++,27
s39c1f80112904de7,C++,67
s39d8f4e3e28cdef0,C++,83
s39e4f1a18f2ce482,Python,54
s39fa7e4e654b8593,Python,6
s3a0f18d450961200,C++,49
s3a0fc4d916e5bde4,C++,66
s3a1f30ed615cc159,C++,28
s3a221b486e1737b1,Python,17
s3a2b6e9688ba6a95,C++,26
s3a2e96858b52fb4a,C++,48
s3a4a988f6b1246b3,C++,18
s3a4d7d35fce22fe1,C++,4
s3a537895e7b6840d,C++,65
s3a7e5e3d25fadf4b,C++,22
s3a9a09be4732d968,Python,5
s3a9d8fc7a042ce37,Python,14 16
s3aab661911ea1b25,C++,98
s3ab3c551a0391ec1,Python,1 23
s3ace58b760956ff6,C++,10
s3ae197b13a6cc434,C++,36 39
s3aefa74d2d6174c2,Python,5 6 23
s3aefbec878c54ebe,C++,80
s3af55198f666cb6d,Python,62
s3b08bf6faccd3648,Python,5
s3b0ad69b7186859a,C++,6
s3b1ead676eb245c6,C++,45 46 47
s3b1fc02f37816eae,C++,6
s3b2090bdeb349296,Python,36
s3b3e79a5c99662c7,C++,75
s3b440995679351cc,C++,65
s3b4c9ccccf09f044,C++,35
s3b538e3fae2d07dc,C++,12
s3b65359735da314e,C++,32
s3b6b1dde30ba3f6a,C++,51
s3b6dee1f99653492,C++,30
s3b7437817c0e5e3d,Python,18
s3b8270b4acfd9c4a,C++,68
s3b8288c8a32c3be5,Python,70 72 78
s3b8b3c0074ffe25e,Python,5
s3b8c29f39902c392,C++,4
s3bc14fbda7d82948,Python,29 33
s3bc3139c8aa62429,Python,18 24
s3bc8a95af2ebe670,Python,8
s3bd64bdec011ce30,C++,48
s3bec64e7ea6fd5d9,Python,6 8
s3bfd421fbcde9fc9,Python,3
s3c077b9fb4ea33e7,C++,25
s3c0daaeb2e04497d,Python,1
s3c0ea80df7456f37,C++,5
s3c2b8c428ff7d977,C++,7
s3c371c915a1da80d,C++,60
s3c41c472c816ba86,Python,57
s3c5d3aeb6ecf8bf0,C++,20
s3c7d8e7d3d32134f,C++,11 12
s3c92745ffdb74f70,C++,19
s3ca4e9956396708d,Python,14
s3ca5bdef2893481c,C++,36
s3cb6c8e4e0bd1a92,C++,38
s3cb6fc14786b3a94,Python,5
s3cc335f0d4b6ba23,Python,2
s3cce7cfbc60c3993,C++,87
s3cce99f99f0ba77f,C++,16
s3cd8005a6d95cfef,C++,34
s3ce7de8a20193aa3,C++,19
s3ced2f26e617ed28,C++,9
s3cf3beb636278807,C++,11
s3d056a9f70a35ca8,C++,7
s3d0923358f3bf7eb,C++,37 42
s3d114ab74984de7a,Python,6 9
s3d17a6d3d757013d,C++,17
s3d2bb1bfe540231e,C++,33
s3d2ca161c8bedd89,C++,25
s3d35ddb7a94d6c0a,C++,7
s3d3eecae498a5617,C++,39 94
s3d46a06a785036f7,C++,20
s3d4f38b8fa874473,C++,23
s3d610ca9359ab047,C++,43
s3d665b95ec1745e1,C++,14
s3d7c7d17b57c7312,C++,11
s3d804a14e348641b,Python,9 10
s3d8acf233dcd6505,C++,46
s3d9a8b606968150a,C++,69
s3dadfd999a6c03bf,Python,7
s3db1f4600b8d11bd,C++,35
s3dd9db8579158aa8,C++,34
s3ddd11def465bb6f,C++,7
s3de1d9381c7b5a8f,C++,37
s3de6d36e64003b75,Python,4
s3deef96d9ac3cc9f,C++,103 104
s3defade28ee7b670,C++,50 53
s3df00725604ae96b,Python,2 6
s3dfac98f56964d9f,C++,21
s3e0512162c8f0319,C++,35
s3e1d3b758f0d5fcf,Python,10 11
s3e29ae5814f8c6cb,Python,6
s3e2a031acb8096ee,C++,38
s3e33d5948786d4a9,Python,17
s3e3b0fb9e1f2e11a,Python,3
s3e4e2bd4c92e8da6,C++,61
s3e5bbda1a9333c53,C++,56 65
s3e6b9ac832dc603f,Python,14
s3e7cd0eaf2469d90,C++,15
s3e826b29bc29b10b,C++,3
s3e8ef72f9c67b660,C++,8
s3eb27786cfa22d18,Python,17
s3ec25468c6e0d841,Python,23
s3ec6c481e171bbd7,C++,6
s3ed9477380a84fa6,C++,23
s3ee6f427924b21ef,Python,5
s3f02e97d6216171e,Python,14
s3f0994118e8acd6f,C++,7
s3f10088f14755c0f,C++,37
s3f1043db43181fd6,C++,17
s3f13a29f11d52f56,C++,56
s3f2ccafc546d03c7,Python,2
s3f2e27d32ea33189,C++,3 21
s3f336b7f3bdf43e2,C++,17
s3f34ee370fdee0a0,C++,6
s3f424b7a37adaf84,Python,3
s3f42b6aab6ba5736,C++,63
s3f531d4aea819558,C++,65
s3f5ea5df0b5075ba,Python,89
s3f65e75cbc10e94b,C++,4
s3f79717c5b0c8106,Python,10
s3f84b6f6616bef0c,C++,6
s3fd7619d2cfb5906,C++,13
s3fdd11ba9da0d242,Python,19
s400178602c251797,C++,5
s4010c948d09a620f,Python,56
s40128f102d15fb38,C++,23 63
s402f32847fe183c5,Python,5
s4035c69140f0ff4e,C++,30
s4046c6f857eb4fd6,C++,16
s404c6e9f741e9220,C++,8
s4056ee8c6fc4474c,C++,10
s4058afc43026c2c8,C++,45
s406bf13f2bea716c,C++,13
s40829f85aa222511,C++,7
s40913e416348e0ac,Python,11
s4095e1200a1cd510,Python,4
s40a49972746891b0,C++,7
s40a62dceacaeacbb,Python,27
s40abc402db166b32,C++,17
s40b0928683c6a97f,Python,5
s40b6a4ac24143776,C++,48
s40c99d1405f0aa2f,Python,2
s40cc6a534958ed43,Python,17
s40d5dbd12294e36c,C++,7
s40d9fa7d3bbc620c,C++,77
s40e1f3c7dca85448,Python,8
s40e491ce26062199,C++,8
s40ec5f9ec6ec112c,C++,70 71
s40ed9c73f52c7f2e,C++,51
s40efdd5b981dcc7a,C++,19
s40f927a4e61c22bd,C++,62
s40fad53a73022b34,C++,56 87 92
s41065c6ee80e8780,C++,29 69
s411605b7ec70ac39,C++,41
s41320d3e40287ae5,Python,7 20
s4156edb4bf1d5ffa,C++,19
s41574f80709ced3d,C++,72
s41630430570489cb,Python,9
s4166a8b436015ebc,Python,5
s41739db3d7308c4c,C++,19
s417592a612331f8a,C++,19
s41761c0e3bde7e75,Python,23
s417a583aeb50ca6c,Python,5
s4185569798067611,Python,26
s418e2be196262aac,C++,22
s4196f378ed5108ab,Python,66
s419ea6e52df36bfe,Python,2
s41a52bf9639a572c,C++,22
s41ac3b13d0ff7387,C++,6
s41b66a2e2c6346b2,C++,4
s41bcb8a5b2aa4db1,C++,65
s41e40769fd10ef08,C++,19
s41e4e6aa13b79c06,C++,38
s41ea20d7ae8f5845,C++,69
s41fd51d79147dbc3,C++,29
s42125d03663b65f4,Python,4 6 7
s421e4a625558942b,C++,49
s4235d7ae63dd57b4,Python,3
s4236996e14e6cf4c,C++,12
s42398ba0ca88b9fc,C++,26
s4243eb46ef917258,C++,16
s424b4574de9d2654,C++,6
s42609d52ccd5792d,Python,5
s4272e79ff4e794d6,Python,11
s428595cbba6fee44,Python,3 4
s42bc757d7b3158eb,Python,7
s42de07b3eb737ee5,C++,32
s42ff9a91c78a244c,Python,12
s430d8fbc9f9534bd,C++,81
s431639c4677aad8e,C++,31
s432ad8af7e016096,C++,14
s433001120d38de04,Python,6
s4348f55b7f7ed4da,Python,4
s434cea1cb1e396e2,C++,49
s4359ab2d5155032a,C++,12
s43612563c83b08f0,Python,1
s438f9140947309d6,C++,101
s439f14a4bbfc5e09,Python,4 5
s43a753583b5262b2,C++,8
s43ac5a283125048d,C++,33
s43c0cbc628f746b9,C++,36
s43c5ea7c20e7ccb6,Python,6
s43c881bcd8726164,C++,7
s43c8b4ebb3eff40c,Python,26
s43d826bad8dcbc13,C++,77
s43ddcc017b921b7d,C++,32
s43e064cb2326062a,C++,47
s4401ea6e1e8a7bb9,C++,76
s44175aaba0319037,Python,10
s441ab0c684610c0c,C++,15
s441eae421f9787fe,Python,42
s4420d31e1c7fe476,C++,25
s4423bf225667fe5a,Python,4
s4433d6e4af207b82,C++,7
s4437d1756328a552,C++,10
s4437f1aa26438a82,C++,29
s446220d1cb1d2745,C++,37
s4479e28164f6b453,C++,14
s447c687ebe1bd0c1,Python,10
s448f33870df7be79,C++,38 39 41
s449978e85f090eae,Python,2
s44b2043191fb81e5,C++,46
s44b2053d082f997d,C++,13
s44c085678ed34133,C++,34
s44e2abc59982b243,Python,2
s44e907fa55241c36,C++,22
s44fc3da48e16c681,Python,12
s44fcbb52d55d68d6,C++,48
s44ff1e8786fab42a,Python,3
s4509872fdd994ee6,C++,36
s45168e6ae7ddd463,C++,32
s4522b899ab61351d,C++,39
s45261cf8f0c546f6,C++,76
s453405d7a17396d0,C++,47
s45459a759f6ae13d,C++,95
s4555c6b5ac8c4345,C++,6
s4566a833530f4435,C++,29
s4575ad82b2cd97e6,Python,4
s458f45de016240b1,C++,13
s45b25890f78e928f,Python,10
s45bb5125047b2262,C++,47
s45e48936dd949fd8,Python,4
s45fb6ed8c9d1361a,C++,15
s46033b0b99d8e1a8,Python,29
s4609d56a162ece08,C++,99
s460af6f05532a52a,C++,12
s461cc04271171001,C++,11
s4636d74ebbf348ac,C++,21
s4649525aff8a482d,Python,43
s4652938153ec86c8,C++,25
s465a469d5ab46562,C++,21
s466032338042bfdc,C++,11 12 13
s4667a0ae59b54868,C++,88
s46715ac239c86007,Python,14
s46803c227cafe63b,C++,70
s4686c7457e17d3b8,C++,31
s468d1d9b342e3b51,C++,49
s469b6a2d8bac7995,C++,34
s469f074e4c430646,C++,45
s46ad414361de03d0,C++,32
s46aeb628d1c3a279,C++,47
s46bb863bba1e60c5,C++,64
s46daaf5451c39fe1,Python,11
s46e0f88215a1e4b0,Python,9
s46e9ffc655225704,C++,9
s46eb6eafab5b681c,C++,39
s46f6aeb22404f802,Python,55 58 59
s46fb628d33697556,C++,36
s4702a32964c236c4,C++,12
s4715088590be1125,C++,8
s471566d8dc050071,Python,2 5 6
s473c2559f1c9a411,C++,21
s474228a73064c8af,Python,22
s47430ae7b4b25777,C++,12
s475545fa64dea2f9,C++,36
s476f0f3f33fa30c1,C++,35
s47789f4eada13d28,C++,18
s477c8d3fdeb708cb,C++,34
s47b198758b169f06,C++,12
s47b2cb4a404d826e,C++,38
s47b6f3116949fbff,Python,29 35
s47bee68cb5990610,Python,23
s47c563c8a62abe02,C++,50
s47c690f6c0bd5d35,Python,8
s47e5465d2fc90deb,C++,10
s47f9cc593d49bd49,Python,6
s47fa8715c778b497,Python,20
s4803bba8cca36a2f,Python,16
s4809d832c23c545e,Python,24
s4811e8194734ba7f,Python,4
s48155779bbb61a23,C++,49
s4815b00c041d97ae,Python,3
s482adaffc4c06f1b,C++,16
s48344d425e19f498,Python,8
s483843c1122a0841,Python,69
s484049879213f926,Python,10
s485362aa69a92691,C++,6
s4860efd92ec0ec66,Python,4
s486b44193fb9bd25,C++,18 19
s486d9dc62a3d6aa0,C++,15
s486e935e7932bb3b,Python,7 8
s48785f0f34b1fb6c,C++,17 35
s487fb2759f0200ac,C++,53
s48825c10afea7402,C++,24
s488946d33cbe9da6,C++,7
s4896712df559a59f,Python,4
s48a178a7e703139c,Python,3 4
s48ae66ddec48f08c,C++,5
s48aeca4ccfba97b5,C++,30
s48b1ce56e2a11aa1,Python,20
s48b96a7ba7a5e050,C++,11 13
s48cb335014880a73,C++,15
s48cc27ab4010e2eb,C++,37
s48ce3031e9822901,Python,16
s48d13e0e965fd2f1,C++,29
s48d9b192b39b75ff,C++,106 107
s48e93fb3dea5c69b,C++,17 33
s48f8f5e1e535a424,Python,18
s48facd4a3778a75c,C++,32
s4916925f64a1716f,Python,5
s493054ad4fc2d19b,Python,23 34
s4935973f2ab43598,Python,5 6
s49429e8ac3aa056e,Python,35
s4968c9d1890d1e18,Python,39
s4976a03655ec77f9,C++,22
s49b999aa061bb2dd,C++,25
s49bd4c8c66bedf56,C++,65
s49c6e9f0ead3d26b,Python,10 58
s49defecd1612ed48,C++,18
s49e421c927680b99,Python,30
s49efdfe852abf7a7,C++,14 16 18
s49f561e64ebca0be,Python,22
s49fb6184b4976b80,C++,30
s4a0038cadde67b26,C++,100
s4a098b6276e19597,C++,43
s4a16bdcc4a72ec46,C++,33
s4a1ef3812dde7228,Python,17
s4a288ce97334c1fd,C++,66 67
s4a4fc8e21f115e96,Python,14
s4a5ba74d04f8d0e6,Python,34 43
s4a5c237af4f69fb1,C++,42
s4a64b2210802842e,Python,2 7 9
s4a6f2dd6c010e10f,C++,12
s4a77bd776530d848,C++,57
s4a92a35e93431d46,C++,64
s4abc7238d05b86f4,C++,6
s4af25b9f433e5ace,C++,14
s4b011d25de852c67,C++,8
s4b029e3ddedd8d62,C++,91
s4b037d62ff9d6370,Python,1
s4b0682be0c51ab63,Python,1
s4b20df412951e9cb,Python,20
s4b219a238fe321ce,Python,4
s4b242a1f144d1e8a,Python,13
s4b24c5e46f8b437a,Python,35
s4b28f38f19d2c329,C++,37
s4b3d21ae46dafd51,C++,41
s4b52bbebad448acd,C++,66
s4b5770ecf0c4afa2,C++,28
s4b58233ae6eba258,Python,2 6
s4b666f733765e8a2,Python,20
s4b71e3a032ab33db,C++,22
s4b756a7d7663f69d,Python,32
s4b84483bc781375d,C++,49
s4ba278a1e57c8a35,Python,3
s4ba8cf764665bcfd,Python,6
s4be61fd10c25932f,Python,16
s4be7bd5ff640f8af,C++,36
s4beb1a86abe9c7aa,Python,11 12
s4bf339e8458a9a5d,C++,13
s4bf7541934c8918a,Python,22
s4bfdc4d3a73e59fd,Python,4
s4c1361276b84ea7a,C++,31
s4c184e960e7308b2,Python,3 4 5
s4c1af872b937b90c,C++,57
s4c2f79e28024e75f,C++,20
s4c390cf6f68da92a,C++,21 105
s4c411dcb41c654e7,C++,42
s4c44e73767e1dee7,C++,52 53 56
s4c4829f0fac2a248,C++,52
s4c62cc0404fb358f,Python,1 5
s4c65b699d56675e9,C++,55
s4c7a8dd90c86fff2,Python,8 9 21
s4c7ea320b9f0cd5d,Python,3
s4c8b9613f67677c2,C++,56
s4c986635c907087b,Python,3
s4cbdf1539cba4cec,C++,60
s4cbff6ff666c147b,C++,72
s4cd47c9427214126,C++,16 23
s4cdc1fa1aaf097fa,Python,15
s4ce2e45515e827c1,C++,28
s4cebfacb85806dd9,C++,83
s4cfae8f6dd14ea32,Python,89
s4cfd2e0a10cdd660,C++,64
s4cfe63177804c123,Python,15
s4d3145ba09e50bd0,C++,50
s4d34baa14966bb38,C++,11 15
s4d3ac5aacc497fd5,Python,5
s4d4cffa8cc3db7f9,C++,38
s4d5749588bc38cdc,Python,2
s4d5f01a1204cb93a,C++,25 26
s4d6469d0f5140821,Python,3 5
s4d901f656caf8599,C++,45
s4da026c6e34ac18e,C++,30
s4da163fca28ede1c,C++,25
s4da2efb5243f0f31,C++,31
s4daf9d0796d742cc,C++,12 13
s4db11442ec38f53d,C++,21 23
s4db1f75726e0b01a,C++,33 60 61
s4db695fb1e11e9d5,C++,61
s4dce102764d62cbc,C++,22
s4defc46bee7080f6,Python,28
s4dff3b29983f4a57,C++,37
s4e130d6208bfaa37,C++,14
s4e1688726e5d604a,Python,6
s4e181d246ad5e7d8,C++,64
s4e29a5d37c6927f4,C++,7
s4e3c6f2843360b2a,C++,18
s4e5a620573d57db5,C++,43
s4e679a2580648ab3,Python,1
s4e785a0e1d637607,C++,30
s4e9ac7ded3647f41,C++,13
s4ea6fe0fa57e4603,Python,2 3
s4ea748c68070c2c7,C++,9
s4eacd05492aaa757,C++,59
s4eae02f3ee9dc48a,C++,20 21
s4eb6c7f51464f61d,C++,45
s4ebf201054264bb0,Python,4
s4ec26ed5e553d3a5,Python,8
s4ec3c43b3fdd2376,C++,39
s4ecffb57d3731c56,Python,3
s4f10099917acd1aa,Python,5 6 7
s4f12cb739b7d4bbf,Python,13 14
s4f4125b9f3be48bb,C++,9
s4f57d694dbd66ad3,Python,10
s4f594523756e70f2,C++,21
s4f5e30ebd3c2ba7e,C++,92
s4f6ccc996cdc83f1,Python,1
s4f6e7c026b99a422,Python,8
s4f9193ac8fc1accd,Python,6
s4f9589e70336b57c,C++,26
s4fa1e1774820a026,C++,52
s4fa9e1787094c325,C++,80
s4faa132df701bcf2,C++,25
s4faa97c91821ba7a,C++,53
s4fcef785ec0b4fdc,Python,14
s4fd2d9997224226d,C++,43
s4fda436e12946db5,C++,19
s4fde0eda59169fcd,Python,12
s4fded8f2143bb613,Python,3
s4ff48a8666e174ae,C++,25
s50150aaee362ae83,C++,44 56
s5024c778aecd8c94,C++,21
s504a3013983c1bc6,C++,15
s504b10793afb901f,Python,4
s504b65dca70a4f9a,Python,73
s504bf79ed19c71f8,C++,6
s508098b69e36db29,C++,11
s5081fa6c05c0984b,C++,7
s508477a527a1c56b,C++,10
s508ae32a352e780b,C++,51
s508d3d3988bf2a31,C++,26
s5094eb056f6de2e9,C++,12 75
s509c5c1347ebdf0f,C++,35
s50a262c69d342936,C++,35
s50b2b7cfd4cccaf5,C++,80 86
s50b3042280ba5b4a,Python,9
s50d8cceef9c07fbe,Python,11 12
s50e5a345472f1e12,C++,47
s50f0a1cee8c3e0da,Python,21
s50f65b979e1a837d,C++,14
s51143ad947093585,C++,7
s511f4fa544288434,C++,4
s51271e1306282ff5,Python,7
s513aaf8cb55a6abc,C++,86
s513f36b96e69b54b,Python,12 20
s5142e4e976f4d58a,C++,19
s5154715374409348,C++,61
s515868231054b953,C++,10 11 13
s5160ffc712707fac,C++,8
s516263be39c87733,Python,3
s5173576f6863a64a,C++,12
s517f05ab0e9ddf63,C++,24
s517fe76adb5319e4,C++,24 27 29
s5182bdc099b57e3e,Python,14
s518ea22df43a5b8e,C++,48
s5193b26362746539,Python,21
s5199942928eb8ff6,C++,61
s51caa1378e0132be,Python,9
s51cb6d025e670310,C++,14
s51e39965e81d52a3,C++,13
s51f0ab77b99cfda8,C++,53
s51f280efd87a8ee0,Python,17
s51f7f9c209b4b54b,Python,13
s51fa4f649aec954c,C++,33
s52035c0b215b949d,C++,50
s5211a8dd6351b623,C++,66
s52228cdd2e2feac5,Python,5
s5235aa2ce7c024bf,Python,54
s523dbe6a58b4f94f,Python,6
s5245d67a14743e69,Python,38 39 40
s524c6ea4bc0ada30,C++,15
s529113f4928e3f3c,C++,28
s52c7c37d939d19e7,C++,26 28
s52c85d43a8a71532,Python,18
s52d204a64c19dc9d,Python,9
s52e7346867ff83ca,Python,1
s52f9fd14a0af9790,Python,6
s530c468273941a74,C++,23
s53104887d1013d90,C++,105
s531bbe85099c11fb,Python,25
s531d103c94bc5e42,C++,6
s53553bfd11df66a2,C++,55
s536f60e97e8f6e80,C++,18
s5387755c3ccccd63,C++,63
s5390b762d3cd43c9,C++,42 43
s539c40c3a865c787,C++,21
s53a3d15b01c6749d,Python,6 7
s53a92e37b153d38a,Python,5
s53ae89c4d85ca46e,C++,24 26
s53cfbee133c184c4,Python,3 4
s53e0b06c2586d8df,Python,2
s53f73f5e50c653fc,C++,58
s543113978df62520,C++,36
s5434b928161628ff,C++,15
s543a148822f5cb11,C++,41
s54463040bd554120,Python,2
s5448935479909444,C++,29
s545e74e8b9763b6f,Python,30
s546a022282cd4b65,Python,19 20 21
s546a8c3c7985a7c8,C++,39
s5470c702fb03be25,C++,31
s5477a96201d45598,C++,75
s548251f366bdcaab,C++,21 40 41
s5486ce7c3b83e743,C++,72
s548ce10193cc2155,Python,4
s54bb4d197622d1c2,C++,8 17
s54be5f8f2d82f589,Python,17
s54c1c80a8b6d9615,C++,15
s54df0f87f11e5f23,C++,53
s54fd1b5a4b440108,C++,7
s5502c7dfc232909e,Python,2
s5516ec5b401e8af8,Python,11
s552ae59391e4e760,C++,7
s552c703f25441da2,C++,92
s5534d8f2f433eda9,C++,5
s5534de12ff899324,C++,96
s553c571aade5f9ef,C++,6
s554716a94774c48d,Python,2 3
s5564f0f48554ac12,C++,67
s556822ff11294c32,C++,8 19
s556d4f9bb6ae9bcd,C++,17
s556f35bfac531805,Python,17 24
s5571d5c6929818c8,Python,53
s55753ec856bbc705,C++,4
s557a30858f10cb6a,Python,4
s558dafce11e58268,C++,15
s559c9a71bfc29743,C++,5
s55a8c456be07900e,C++,22
s55ded971ff945b59,C++,39
s55ee564a8880269e,C++,11
s55f0642678a64be2,C++,20
s5600d059325215a6,C++,3
s5602029d3fca35e2,C++,17
s5609a969cde0f322,C++,24
s560d836ae29b9504,C++,30
s561a6f0f7412d5dd,C++,39
s5621d351b5a9e8fc,C++,40
s5631f679bd31c6f4,C++,18
s56575bbe89f123a8,Python,3 7 8
s565d613ddf057ba7,Python,24 26 27
s5663c13a136dfc31,C++,79
s56724e63b0b97c62,C++,36
s567a03b70566948a,C++,19
s56817ed3d5d03996,Python,8
s568d272fb71db121,Python,7
s569af7dfe0b1dabc,C++,24
s56a0751775b756db,C++,30
s56b54237ae44ddd7,Python,37 38
s56b5e432ff2135c0,Python,20
s56be5e5151694dd8,Python,25 43
s56c0061db1e297c8,C++,54
s56ddc39b1f97d789,C++,20
s56e16cb25e00cbde,C++,58
s571e4d6755a8e462,Python,11
s572449989dad8580,Python,32
s572ff44a23bc5905,C++,24
s5737f68b467523a4,C++,24
s57481f5237838bbb,Python,9
s57653751771dfd80,Python,22
s577d94aa5ad1ec3d,Python,46
s57949e6128b8ebeb,C++,34
s5798aa24864846e2,C++,117
s57a4b15b47782262,C++,7
s57a8a95524850a7b,Python,2 3
s57c10f6e056b3ae8,C++,12
s57cd070eef811c29,C++,19
s57d9d7b5d81e0146,C++,10 63
s57db8fbd75f71e74,Python,2
s57dd2294fe248862,C++,87 88 89
s57ec8d19525f194c,Python,27
s57f6aec21012124e,C++,49
s57fefefe0d15e5be,Python,13
s580064a4b288d92f,C++,29
s580738f09f907f3c,C++,52
s580813b0131adecf,C++,16
s58120bb1d5b182b4,C++,25
s5816f9a49b7411cc,Python,31
s58381324c73dff72,Python,20 21
s583aa4724c39a94b,Python,30
s584a2143fd6d63e0,C++,8
s585ecaad089dc18c,C++,47
s585feb43669ae014,C++,17
s586ba4ffc1b7d3b3,C++,67
s586f05d420c84312,C++,35
s58867274b6f8fc25,C++,7 101 102
s588861a19606a3ea,C++,4
s588b513dbc84d0ce,Python,12
s58b8d19660cd8259,C++,99
s58e040ef20f36811,Python,5
s58e6be9267e9cf2e,Python,7
s59055ac8d16cf557,Python,2
s591a8fa125960b5e,C++,29
s5921cc2a5a609f98,C++,15
s592f00ef71a40963,Python,58
s5932a9abd439e4e5,C++,23
s5940a7b83f47f4ae,C++,6
s594d343b2ec87057,C++,63
s595440553b9c4e34,Python,11
s59558f5fdc587f49,C++,88
s596b5d99c412949d,Python,2
s5972696ee06caa40,Python,7
s5974ecca2498a24f,Python,53 68 73
s597727ebd4041551,C++,34
s597ec69289bebcb9,C++,46
s59931a958a89e0af,C++,47
s599cc7dea216f775,Python,6
s59a869b8ebdf6470,Python,25
s59b01cd30f9ba502,Python,77 78
s59b88232fc42fc74,Python,6 9
s59c70be4e9aa99e0,C++,20
s59c724363ae70b11,C++,23
s59d721bcad4163ee,C++,11
s59d86443b7e80a57,C++,41
s59ddd94cb313bf25,Python,6 7
s59de7133e3267029,C++,49
s5a0c789f9885aee3,C++,39
s5a1182c092b44af7,C++,24
s5a1618a0535a9f69,C++,21
s5a2479783bf9db77,C++,22
s5a28a03ec00d701b,C++,58
s5a2b380824ea5db6,Python,25 26
s5a7f30b838cb5b6f,C++,48
s5a85d3e64e520342,Python,5
s5a878bbb8007fa8c,Python,7 8
s5a8ce74a72245afc,C++,37
s5a8d87053c9052da,C++,38
s5a8f23ff1d7750ed,C++,33 36 40
s5a9096cbef475d5e,C++,71
s5ab6261981ff984e,Python,47
s5ad8b1121117a819,C++,34
s5ad927800226ed6e,Python,9
s5ae170a612e2e6ef,C++,41
s5b1fc704a5ad73e8,C++,27
s5b267a738d61e83d,Python,48
s5b2723bd60075d5e,C++,23
s5b2a973490287fa9,C++,45
s5b3269a2631c7755,C++,36
s5b33ba91c41b0ddf,Python,16 17
s5b4176027b0c4632,Python,12 14
s5b41e0abf4df0df1,Python,6 8 12
s5b56fa929c36caa5,C++,70
s5b582e220fb1dfd1,C++,35
s5b58f5a7804f5e43,C++,16
s5b63f53c3d238858,Python,1
s5b7ad8c5af252848,C++,9
s5b997bb783c25efc,Python,110
s5b9f7ae3efffda69,C++,26
s5bcbd57c58681fd4,Python,21
s5bdc281086212c7c,C++,31 64
s5be29397cf3b17ef,Python,23 27
s5be6f42fc630b7ea,C++,41
s5beae501705d0575,C++,2 11
s5c13bdc96d99d561,C++,42
s5c14e82ff7ebaec4,C++,88
s5c1cea6d237b438a,C++,20 51
s5c65aa78e6ba1eaf,Python,43
s5c71386baeb8ac2a,Python,1
s5c8a3df13295f3d6,C++,73
s5c8aabfe9f0d839e,Python,21 22
s5c97ba6fba666914,C++,19
s5ca200a8e8e3dda5,C++,11
s5cb6ad38d356f4c6,Python,9
s5cc764b0a8a62536,C++,25
s5cc980089bfc7dfb,C++,14 48
s5cd0325f625de26a,C++,20
s5ce9b05fdac6055d,Python,24
s5d0017388d8a8754,Python,14
s5d053fb0cc81855a,Python,4
s5d120b43080cf050,Python,10
s5d12a76224beefa8,C++,38
s5d1ff97fe1d4ea52,Python,1 3 5
s5d48c5dcf1f2da7d,C++,11
s5d4c036a223d5e2e,Python,3
s5d634e504e2cfda7,Python,18 23
s5d74537d3b75ee10,Python,5
s5d8360abba2d66e3,C++,8
s5d8a565feaf8f3d5,Python,10
s5d9c013d208761c3,Python,12
s5da39a1ff8fce500,C++,14
s5dc62841bd06025e,C++,10
s5dcf5dfaa0e898d9,Python,10 12
s5dd4d91660646d1c,C++,11
s5df0f449c6a2412a,Python,7
s5e01148638890b2e,C++,59 61
s5e0585b75cf06bbb,C++,31
s5e08953df496ca27,C++,17
s5e206ceb431191ac,C++,87
s5e27b56621442178,Python,8
s5e318de1b8cfc1f1,Python,1
s5e31b654d7339b30,Python,9
s5e377929cb7e4ef6,Python,16 17
s5e48367716225584,C++,59
s5e58d22e776a84b7,Python,3 5 6
s5e5db9fb0bc6d1da,C++,44
s5e6ae6405ac5294b,C++,47
s5eb00c192b228ee1,C++,37
s5eb19af0ffc8f46c,C++,27
s5eb206c67cd2d77b,C++,13
s5eb771912b90facd,C++,26
s5ebf461caed9677e,C++,17
s5ec2aae42f7b22f4,Python,1
s5edb74f22838eddd,C++,10
s5f08078a5687ee73,Python,40
s5f2633a8414d271a,C++,5 9
s5f2cdc74627cbc54,Python,1 24
s5f5527c20aebb6b9,C++,51 52 55
s5f621240d7ed9179,C++,8
s5f6a86c74027675d,C++,8
s5f72a6a363b77c2e,C++,45
s5f7496bb2231e036,C++,27
s5f762a1141ef42e9,C++,22
s5f7c43f100b92018,Python,8
s5f80b5793181afa1,C++,17
s5f9e7edee2c2150a,Python,22 23
s5fa34db5bad0d632,C++,32
s5fa96b1de7458ccb,Python,4
s5fae1b5b3975f7c7,C++,38
s5fc389baf1da7cfc,C++,27
s5fc6dbe6f3e78867,C++,20
s5fce9607ca8ed673,C++,12
s5fcef8eae855e8a3,Python,4
s5fd77b969aeff4ef,C++,12
s5fd8ec20922aa1b5,C++,73
s5ff2d4c11a4d94c7,C++,72
s60057d7986c7ecfd,C++,8
s60061ad506c88aa4,C++,92
s600815b1583e3838,Python,7 8
s60117dd0fb061157,Python,2
s6016a219802e4e11,C++,12
s605b508b9e7eed16,Python,47
s606e4e47842795f4,Python,14
s607342590b393e20,C++,58
s607b3088bd6dcedc,Python,85
s60874075377f5239,C++,28 29 30
s60ae10dca6d07ac2,C++,24
